N,P,K,Temperature,Rainfall,pH,Humidity,Soil_Type,Agro_Zone,Irrigation,Season,Crop,District
58.2,42.6,44.3,29.3,823.1,6.5,56.5,Non-Calcic Brown Earth,Low Country Dry Zone,Irrigated,Maha,Soybean,Monaragala
170.0,71.0,133.0,19.2,1870.6,5.4,86.9,Loam,Mid Country Wet Zone,Irrigated,Maha,Leeks,Ratnapura
111.2,38.9,117.9,22.0,1507.2,5.99,75.9,Clay Loam,Up Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Badulla
140.7,64.2,75.5,26.2,2201.9,5.5,90.1,Light Loam,Mid Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Kegalle
150.0,69.0,74.0,28.2,1252.1,6.23,81.8,Deep Loam,Low Country Wet Zone,Rainfed,Maha,Maize,Matara
36.0,47.0,43.0,28.1,490.8,6.4,59.3,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Mung Bean,Batticaloa
117.2,75.9,96.2,28.3,819.6,6.1,70.4,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Okra,Polonnaruwa
87.8,33.2,177.4,26.2,1622.0,6.6,71.8,Loam,Mid Country Intermediate Zone,Supplemental,Yala,Beetroot,Matale
110.0,82.0,63.0,19.3,1784.9,6.8,73.1,Loamy Sand,Up Country Intermediate Zone,Irrigated,Yala,Red Onion,Badulla
149.0,69.0,146.0,27.5,664.2,6.3,65.7,Regosol,Dry Zone,Irrigated,Yala,Potato,Mullaitivu
114.0,78.0,179.0,27.8,1850.2,6.0,88.1,Sandy Loam,Mid Country Wet Zone,Supplemental,Maha,Luffa,Ratnapura
132.0,61.0,74.0,28.5,917.1,6.43,67.0,Deep Loam,Intermediate Zone,Rainfed,Maha,Maize,Matale
18.0,46.0,61.0,21.1,790.3,7.9,66.7,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Trincomalee
111.5,61.5,88.1,32.7,1032.6,6.0,70.0,Regosol,Dry Zone,Irrigated,Maha,Okra,Kilinochchi
62.0,20.7,52.0,26.9,1133.8,6.5,65.5,Sandy Loam,Low Country Dry Zone,Irrigated,Maha,Cowpea,Mannar
151.1,55.1,155.0,26.9,1492.8,6.34,73.2,Alluvial,Dry Zone,Rainfed,Maha,Cabbage,Puttalam
101.2,98.2,122.4,27.7,1393.4,6.39,68.9,Clay Loam,Low Country Intermediate Zone,Supplemental,Yala,Bitter Gourd,Matara
98.0,88.0,55.0,28.6,1064.2,7.0,75.2,Deep Loam,Intermediate Zone,Irrigated,Yala,Maize,Puttalam
177.2,140.3,121.3,19.0,1107.7,5.34,85.4,Well Drained Loam,Up Country Intermediate Zone,Rainfed,Yala,Kohlrabi (Nokol),Nuwara Eliya
83.0,45.0,138.0,28.2,793.0,7.5,64.7,Sandy Loam,Low Country Dry Zone,Irrigated,Yala,Luffa,Monaragala
121.0,76.0,133.0,19.1,1584.1,6.1,74.0,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Carrot,Badulla
153.0,130.0,121.1,25.3,1839.5,6.08,88.0,Clay Loam,Low Country Wet Zone,Irrigated,Year-round,Kiri Ala,Galle
67.0,25.6,42.0,30.0,1614.4,5.8,75.3,Sandy Clay Loam,Low Country Wet Zone,Rainfed,Maha,Cowpea,Galle
180.0,118.9,119.0,19.3,1370.6,5.57,71.5,Organic-Rich Loam,Up Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Badulla
105.0,82.0,87.0,28.0,911.6,6.4,64.3,Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Kurunegala
37.0,24.6,41.0,30.9,1776.1,5.8,74.0,Sandy Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cowpea,Kurunegala
122.0,65.0,140.0,29.5,1641.6,7.0,81.5,Loam,Low Country Intermediate Zone,Irrigated,Yala,Luffa,Puttalam
185.9,51.9,128.0,29.0,701.1,6.88,60.0,Immature Brown Loam,Intermediate Zone,Irrigated,Yala,Cabbage,Matale
170.0,95.0,126.0,20.8,2106.4,5.5,79.3,Loam,Up Country Wet Zone,Supplemental,Maha,Leeks,Badulla
76.0,46.0,75.0,34.7,692.9,5.65,58.2,Non-Calcic Brown Earth,Dry Zone,Irrigated,Yala,Brinjal (Eggplant),Ampara
84.2,92.9,139.9,32.9,925.7,6.0,58.1,Sandy Loam,Dry Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Anuradhapura
87.0,63.0,55.0,29.7,466.9,6.6,73.4,Reddish-Brown Latosol,Dry Zone,Irrigated,Yala,Pumpkin,Trincomalee
155.0,45.7,78.5,27.1,1314.5,6.0,67.3,Red-Yellow Podzolic,Mid Country Intermediate Zone,Supplemental,Maha,Okra,Badulla
173.0,100.0,126.0,20.8,1623.8,5.9,78.2,Silt Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Badulla
28.0,25.0,37.0,20.4,577.6,7.6,65.9,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Pigeon Pea,Kandy
111.3,44.3,111.0,25.4,844.9,6.25,82.5,Sandy Loam,Low Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Kurunegala
75.0,41.0,137.0,26.1,1655.8,5.5,81.3,Sandy Loam,Low Country Wet Zone,Rainfed,Maha,Innala,Gampaha
108.1,74.9,128.2,28.8,629.0,6.63,64.7,Alluvial Loam,Dry Zone,Supplemental,Maha,Capsicum,Anuradhapura
122.0,41.2,106.5,19.2,1575.2,7.0,67.6,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Beetroot,Nuwara Eliya
114.8,89.2,104.6,25.6,2110.9,6.81,71.7,Loam,Mid Country Wet Zone,Irrigated,Maha,Bitter Gourd,Kandy
71.0,63.0,82.0,23.3,1780.1,6.6,84.8,Clay Loam,Intermediate Zone,Irrigated,Maha,Red Onion,Matara
66.0,47.0,140.0,24.3,1813.5,6.5,90.3,Sandy Loam,Low Country Wet Zone,Rainfed,Yala,Innala,Ratnapura
105.3,72.8,107.8,29.0,1264.8,6.14,71.8,Sandy Loam,Mid Country Intermediate Zone,Irrigated,Yala,Bitter Gourd,Matale
140.2,30.9,50.6,27.0,1570.2,6.9,74.6,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Chilli,Matale
76.0,42.0,30.0,32.1,526.9,6.2,49.4,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Sunflower,Mullaitivu
98.4,91.7,101.5,26.9,1713.9,6.13,75.1,Sandy Loam,Mid Country Wet Zone,Supplemental,Year-round,Bitter Gourd,Kandy
192.8,138.5,122.1,20.9,674.8,6.06,86.7,Organic-Rich Loam,Mid Country Intermediate Zone,Irrigated,Yala,Kohlrabi (Nokol),Matale
104.9,55.0,87.6,30.4,1069.0,7.3,57.1,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Okra,Jaffna
93.7,68.8,81.9,29.5,1084.9,6.3,74.4,Alluvial,Low Country Wet Zone,Supplemental,Year-round,Okra,Kalutara
129.5,114.7,123.6,21.0,1581.1,5.79,80.7,Silt Loam,Up Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Nuwara Eliya
129.2,67.3,88.1,23.3,2572.3,5.54,87.9,Red-Yellow Podzolic,Mid Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Kandy
113.2,67.1,80.2,29.0,679.7,6.17,53.3,Loam,Intermediate Zone,Supplemental,Year-round,Capsicum,Kandy
48.0,31.0,96.0,29.0,1279.0,5.4,71.0,Reddish-Brown Earth,Intermediate Zone,Supplemental,Yala,Cassava,Kandy
117.3,51.8,58.9,23.5,2022.2,6.1,88.5,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Maha,Chilli,Nuwara Eliya
131.2,92.7,135.5,29.4,1342.4,6.6,70.8,Alluvial,Intermediate Zone,Supplemental,Maha,Tibbatu (Turkey Berry),Monaragala
123.0,61.0,85.9,31.9,889.9,5.51,60.7,Loam,Low Country Dry Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Mannar
103.0,50.0,71.0,25.2,613.9,6.6,66.0,Clay Loam,Intermediate Zone,Supplemental,Yala,Kurakkan,Nuwara Eliya
31.0,22.0,86.0,28.4,1325.0,5.3,76.0,Sandy Loam,Intermediate Zone,Supplemental,Yala,Cassava,Puttalam
109.7,69.3,99.9,28.4,808.4,5.97,64.8,Clay Loam,Low Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Kurunegala
105.0,57.9,90.6,29.6,795.2,6.3,66.5,Reddish-Brown Earth,Dry Zone,Supplemental,Maha,Okra,Puttalam
185.0,88.0,142.0,16.4,2000.3,5.6,79.9,Clay Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Badulla
152.3,77.3,82.2,28.2,2355.4,5.7,80.1,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Colombo
128.9,73.9,81.3,25.1,2700.0,5.66,81.0,Light Loam,Low Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Kalutara
79.4,53.5,98.3,27.9,681.1,6.53,70.2,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Capsicum,Monaragala
182.3,50.3,130.7,25.0,632.9,5.89,70.0,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Yala,Cabbage,Kandy
127.0,53.0,112.0,28.6,841.2,7.2,65.6,Reddish-Brown Latosol,Dry Zone,Irrigated,Maha,Big Onion,Jaffna
124.7,69.9,86.0,29.8,1252.1,5.75,71.2,Red-Yellow Podzolic,Low Country Dry Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Hambantota
141.7,75.7,134.4,20.1,1286.2,6.53,90.0,Mountain Regosol,Up Country Wet Zone,Rainfed,Maha,Cabbage,Badulla
73.0,46.0,181.0,32.7,1441.3,5.6,75.7,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Yala,Innala,Puttalam
136.7,57.2,81.7,28.6,1209.2,7.1,72.4,Immature Brown Loam,Mid Country Intermediate Zone,Supplemental,Maha,Okra,Kandy
142.0,56.0,144.0,20.4,1657.3,5.3,76.8,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Nuwara Eliya
98.0,39.0,36.0,28.9,1475.7,6.96,76.7,Alluvial,Low Country Wet Zone,Rainfed,Yala,Maize,Galle
72.0,37.0,34.0,29.0,563.0,7.2,67.9,Loam,Intermediate Zone,Irrigated,Yala,Sorghum,Matara
122.0,91.0,98.0,29.6,68.0,6.1,79.0,Loam,Intermediate Zone,Irrigated,Yala,Pathola (Snake Gourd),Puttalam
106.9,81.7,123.2,23.1,1612.8,6.06,78.5,Loam,Low Country Wet Zone,Irrigated,Year-round,Bitter Gourd,Galle
60.0,46.0,31.0,27.4,577.2,7.5,66.5,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Sorghum,Batticaloa
104.1,41.5,146.8,18.6,1753.9,6.7,74.6,Sandy Loam,Mid Country Wet Zone,Supplemental,Yala,Beetroot,Kandy
99.0,60.0,77.0,27.8,500.0,7.1,69.0,Fertile Loam,Dry Zone,Irrigated,Yala,Kurakkan,Monaragala
114.0,53.0,111.0,26.3,715.1,6.2,75.6,Sandy Regosol,Dry Coastal Zone,Irrigated,Maha,Potato,Hambantota
94.0,43.0,157.0,23.3,1709.0,5.1,85.5,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Innala,Colombo
88.0,55.0,38.0,26.5,593.8,6.8,64.9,Sandy Loam,Dry Zone,Rainfed,Maha,Sorghum,Puttalam
76.0,44.0,114.0,25.4,977.7,5.83,66.3,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Brinjal (Eggplant),Badulla
95.0,61.0,89.0,28.6,912.5,6.6,64.5,Regosol,Dry Zone,Irrigated,Yala,Radish,Anuradhapura
51.0,75.0,51.0,31.0,1972.0,6.8,83.8,Sandy Loam,Low Country Wet Zone,Supplemental,Yala,Winged Bean (Dambala),Galle
117.3,48.0,74.5,32.2,990.3,5.6,72.6,Red-Yellow Podzolic,Dry Zone,Rainfed,Yala,Chilli,Hambantota
146.5,56.9,152.9,21.3,1218.6,6.1,84.4,Immature Brown Loam,Up Country Wet Zone,Rainfed,Maha,Cabbage,Nuwara Eliya
74.0,42.0,53.0,27.7,905.0,6.2,61.5,Loam,Dry Zone,Supplemental,Maha,Pumpkin,Monaragala
121.9,99.6,112.0,29.0,779.0,6.93,67.2,Reddish-Brown Earth,Dry Zone,Supplemental,Maha,Tomato,Monaragala
155.6,77.5,110.1,26.1,572.8,6.39,66.4,Reddish-Brown Earth,Dry Zone,Supplemental,Yala,Cabbage,Jaffna
95.0,32.0,109.0,29.2,1587.6,5.58,83.0,Loam,Intermediate Zone,Irrigated,Maha,Brinjal (Eggplant),Nuwara Eliya
154.0,95.0,143.0,17.5,1438.6,5.4,75.7,Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Badulla
83.0,54.0,34.0,28.5,597.4,6.3,58.4,Sandy Loam,Intermediate Zone,Irrigated,Yala,Sorghum,Kurunegala
147.0,60.0,86.0,28.6,755.7,6.8,66.3,Clay Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Matale
110.2,84.5,96.1,27.9,787.0,6.36,75.0,Sandy Loam,Dry Zone,Irrigated,Maha,Tomato,Ampara
190.4,118.2,121.0,19.4,1477.7,5.61,79.9,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Nuwara Eliya
141.8,48.1,120.2,17.3,1874.6,6.26,79.1,Silt Loam,Up Country Wet Zone,Irrigated,Year-round,Cauliflower (Gowa),Nuwara Eliya
92.0,72.0,154.0,29.8,1630.2,7.2,66.6,Reddish-Brown Earth,Low Country Intermediate Zone,Irrigated,Yala,Luffa,Monaragala
180.0,94.0,116.0,18.9,2020.5,5.6,75.0,Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Nuwara Eliya
88.0,71.0,82.0,26.9,928.0,6.6,69.7,Clay Loam,Dry Zone,Irrigated,Maha,Red Onion,Matale
52.0,95.0,35.0,23.0,1084.0,6.1,75.2,Clay Loam,Intermediate Zone,Supplemental,Yala,Winged Bean (Dambala),Puttalam
145.0,38.0,118.0,25.9,1109.6,7.0,70.6,Sandy Loam,Low Country Intermediate Zone,Supplemental,Yala,Luffa,Matale
149.0,127.0,110.9,32.3,1384.6,6.01,75.7,Loam,Intermediate Zone,Irrigated,Maha,Kiri Ala,Matale
80.0,84.0,85.0,22.0,1193.2,6.4,71.1,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Red Onion,Matale
103.0,79.0,68.0,27.5,2933.8,6.4,80.6,Immature Brown Loam,Low Country Wet Zone,Irrigated,Maha,Radish,Galle
77.0,55.0,33.0,26.9,578.6,6.3,69.5,Loam,Dry Zone,Rainfed,Maha,Sorghum,Ampara
124.4,68.5,120.0,28.7,1265.0,6.8,75.2,Alluvial,Low Country Wet Zone,Supplemental,Yala,Okra,Matara
74.0,45.0,32.0,28.6,484.7,6.7,68.3,Sandy Loam,Intermediate Zone,Irrigated,Yala,Sunflower,Badulla
77.0,44.0,38.0,32.2,604.7,7.2,56.5,Reddish-Brown Earth,Intermediate Zone,Irrigated,Yala,Sunflower,Monaragala
134.2,65.8,88.8,26.5,2178.6,5.8,87.2,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Maha,Chilli,Badulla
58.0,24.0,107.0,29.0,981.0,6.1,73.8,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Innala,Ampara
63.2,37.5,55.5,29.9,450.0,6.27,62.0,Low-Humic Gley,Mahaweli H Zone,Rainfed,Yala,Soybean,Polonnaruwa
138.3,51.1,129.9,30.7,536.1,6.84,72.4,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Cabbage,Monaragala
33.0,52.0,68.0,27.1,496.6,7.2,72.0,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Mullaitivu
70.0,34.0,86.0,33.7,631.1,5.67,55.7,Sandy Loam,Dry Zone,Rainfed,Yala,Brinjal (Eggplant),Batticaloa
99.0,82.0,31.0,28.5,958.3,6.37,78.2,Alluvial,Intermediate Zone,Rainfed,Maha,Maize,Kurunegala
35.0,41.0,84.0,25.8,503.1,6.1,64.0,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Ampara
120.6,41.8,122.1,20.7,742.2,5.72,74.7,Mountain Regosol,Up Country Wet Zone,Irrigated,Yala,Cabbage,Badulla
99.0,43.0,73.0,29.5,976.2,6.8,72.0,Red Loam,Northern Dry Zone,Irrigated,Yala,Red Onion,Jaffna
21.0,52.0,77.0,27.1,740.4,6.7,67.3,Sandy Loam,Northern Dry Zone,Rainfed,Maha,Pigeon Pea,Anuradhapura
107.0,53.0,152.0,27.4,2029.0,5.8,83.7,Bog and Half-Bog Soil,Low Country Wet Zone,Irrigated,Year-round,Carrot,Matara
98.0,109.0,106.0,28.3,124.0,6.4,82.0,Sandy Loam,Low Country Wet Zone,Irrigated,Maha,Pathola (Snake Gourd),Colombo
57.5,34.6,135.7,22.1,1215.5,6.6,81.1,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Year-round,Beetroot,Nuwara Eliya
124.6,38.7,74.1,32.4,753.4,7.1,64.9,Non-Calcic Brown Earth,Dry Zone,Supplemental,Year-round,Okra,Batticaloa
58.0,108.0,41.0,28.0,1746.0,5.9,76.4,Clay Soil,Intermediate Zone,Rainfed,Year-round,Winged Bean (Dambala),Matale
125.0,65.0,71.0,26.2,2185.9,6.9,80.0,Alluvial,Intermediate Zone,Rainfed,Maha,Radish,Nuwara Eliya
98.0,50.0,147.0,26.7,1781.9,5.7,76.3,Red-Yellow Podzolic,Mid Country Wet Zone,Supplemental,Year-round,Luffa,Kandy
76.7,35.9,139.8,18.2,1630.0,6.4,76.5,Sandy Loam,Mid Country Wet Zone,Irrigated,Maha,Beetroot,Ratnapura
74.0,51.4,63.5,23.7,1584.4,6.01,81.1,Sandy Clay Loam,Low Country Wet Zone,Rainfed,Maha,Capsicum,Galle
155.0,144.0,101.6,28.5,1325.7,5.69,76.9,Alluvial,Intermediate Zone,Supplemental,Year-round,Kiri Ala,Badulla
168.9,44.0,126.2,18.8,761.3,6.66,77.2,Red-Yellow Podzolic,Up Country Wet Zone,Supplemental,Yala,Cabbage,Badulla
160.0,80.0,104.0,20.7,1268.1,5.9,75.7,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Yala,Potato,Matale
71.8,33.2,79.8,28.7,2053.5,6.0,79.1,Deep Sandy Loam,Intermediate Zone,Rainfed,Maha,Chilli,Monaragala
54.0,82.0,86.0,23.7,787.8,6.5,62.4,Sandy Loam,Intermediate Zone,Supplemental,Yala,Pumpkin,Matara
42.0,34.8,58.0,28.5,1906.4,6.4,76.0,Loam,Low Country Wet Zone,Irrigated,Maha,Cowpea,Galle
99.0,76.0,98.0,29.2,105.0,7.0,62.0,Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Puttalam
97.0,68.0,62.0,25.3,1276.2,7.0,74.4,Sandy Loam,Intermediate Zone,Rainfed,Maha,Pumpkin,Monaragala
80.0,93.0,35.0,25.8,1317.8,6.03,89.7,Deep Loam,Low Country Wet Zone,Rainfed,Yala,Maize,Galle
137.4,61.3,90.4,30.1,961.4,5.81,72.2,Sandy Loam,Low Country Dry Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Jaffna
140.4,61.6,101.3,29.3,601.0,6.05,65.5,Sandy Loam,Low Country Dry Zone,Irrigated,Yala,Cauliflower (Gowa),Mannar
69.0,48.0,35.0,30.3,895.5,6.4,60.0,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Hambantota
56.4,35.7,48.3,27.0,896.1,6.34,69.6,Non-Calcic Brown Earth,Mahaweli H Zone,Supplemental,Maha,Soybean,Polonnaruwa
150.0,71.0,142.0,18.0,2188.2,5.6,75.0,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Nuwara Eliya
162.0,84.0,115.0,19.6,1513.0,5.5,85.9,Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Nuwara Eliya
119.0,59.0,124.0,25.3,749.8,6.4,75.7,Sandy Regosol,Dry Coastal Zone,Irrigated,Maha,Potato,Mullaitivu
130.0,104.6,107.5,25.6,1576.7,6.43,77.6,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Tomato,Colombo
123.1,46.2,45.8,26.1,978.5,7.5,62.6,Reddish-Brown Earth,Intermediate Zone,Supplemental,Year-round,Okra,Badulla
171.0,58.0,123.0,29.0,673.7,6.0,73.0,Sandy Regosol,Dry Coastal Zone,Irrigated,Maha,Potato,Trincomalee
90.0,49.0,158.0,24.1,2256.9,6.0,76.6,Alluvial,Low Country Wet Zone,Irrigated,Yala,Carrot,Matara
204.0,108.0,160.0,16.0,1737.5,6.2,77.1,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Nuwara Eliya
52.0,79.0,46.0,24.1,2234.0,6.4,80.6,Sandy Loam,Low Country Wet Zone,Supplemental,Maha,Winged Bean (Dambala),Colombo
122.6,49.3,69.7,33.1,722.8,7.2,61.1,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Okra,Anuradhapura
24.0,48.0,49.0,28.0,634.4,7.1,70.6,Alluvial,Low Country Intermediate Zone,Rainfed,Yala,Mung Bean,Puttalam
70.0,77.0,56.0,30.7,1362.3,6.7,72.4,Red Loam,Dry Zone,Irrigated,Yala,Red Onion,Jaffna
44.0,28.0,99.0,27.0,922.0,5.8,63.0,Reddish-Brown Earth,Dry Zone,Supplemental,Yala,Cassava,Mullaitivu
91.5,67.2,81.6,21.2,1182.9,6.98,80.2,Mountain Regosol,Up Country Intermediate Zone,Supplemental,Yala,Tomato,Matale
106.6,64.3,136.5,28.8,942.3,5.8,70.8,Sandy Loam,Dry Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Hambantota
85.0,46.0,96.0,22.8,2360.0,6.59,82.1,Alluvial,Low Country Wet Zone,Irrigated,Maha,Brinjal (Eggplant),Gampaha
92.0,30.0,75.0,27.7,923.0,6.8,66.6,Red-Brown Earth,Intermediate Zone,Supplemental,Yala,Pumpkin,Kandy
80.0,52.0,154.0,28.1,1911.5,5.8,80.5,Light Sandy Loam,Low Country Wet Zone,Rainfed,Yala,Innala,Galle
70.4,55.7,117.5,28.7,1015.8,6.7,64.3,Reddish-Brown Earth,Dry Zone,Supplemental,Year-round,Tibbatu (Turkey Berry),Kurunegala
110.9,53.4,141.2,17.7,1529.5,7.1,80.3,Reddish-Brown Earth,Up Country Intermediate Zone,Supplemental,Yala,Beetroot,Matale
60.0,56.0,38.0,24.2,669.9,5.8,69.0,Red-Yellow Latosol,Intermediate Zone,Rainfed,Maha,Sunflower,Kurunegala
111.9,73.1,85.2,27.5,952.7,6.1,68.1,Loam,Intermediate Zone,Irrigated,Maha,Capsicum,Puttalam
48.0,28.4,41.0,26.8,1451.5,6.8,60.9,Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Matara
44.0,82.0,57.0,23.4,1151.0,6.8,75.8,Loam,Intermediate Zone,Irrigated,Yala,Winged Bean (Dambala),Badulla
139.1,69.8,112.0,25.2,1476.2,6.37,88.7,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Maha,Cabbage,Ratnapura
79.0,50.0,88.0,29.3,560.9,5.3,65.6,Red Loam,Dry Zone,Irrigated,Yala,Kurakkan,Batticaloa
88.0,48.0,52.0,26.3,1657.4,6.7,70.3,Loamy Sand,Intermediate Zone,Rainfed,Yala,Red Onion,Matara
91.0,35.0,88.0,26.0,1783.7,6.12,69.1,Loam,Intermediate Zone,Irrigated,Maha,Brinjal (Eggplant),Kandy
142.8,59.7,145.6,17.4,1054.6,6.23,94.8,Mountain Regosol,Up Country Wet Zone,Rainfed,Maha,Cabbage,Badulla
177.0,64.0,94.0,26.1,659.4,6.2,67.6,Sandy Regosol,Dry Coastal Zone,Irrigated,Yala,Potato,Mannar
144.2,88.6,127.9,28.7,916.3,6.03,70.0,Clay Loam,Low Country Dry Zone,Irrigated,Maha,Cauliflower (Gowa),Anuradhapura
13.0,54.0,38.0,28.6,671.7,7.8,60.4,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Anuradhapura
127.5,67.9,68.2,28.5,2516.3,5.57,83.7,Light Loam,Low Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Ratnapura
163.0,61.0,85.0,27.6,688.7,6.2,69.0,Sandy Regosol,Dry Coastal Zone,Irrigated,Yala,Potato,Jaffna
67.0,48.0,55.0,26.6,835.2,6.69,72.5,Clay Loam,Intermediate Zone,Irrigated,Yala,Maize,Matara
92.4,50.0,99.2,24.7,1405.1,5.66,84.6,Sandy Clay Loam,Low Country Wet Zone,Supplemental,Maha,Capsicum,Gampaha
32.0,51.0,58.0,28.5,943.1,6.4,64.8,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Polonnaruwa
104.0,49.0,75.0,22.5,880.8,5.8,79.9,Sandy Loam,Intermediate Zone,Rainfed,Maha,Kurakkan,Matale
147.0,54.0,104.0,18.9,1676.1,5.9,79.4,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Yala,Potato,Nuwara Eliya
41.0,33.0,112.0,25.5,1400.0,6.0,77.0,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Cassava,Matale
105.0,60.0,121.0,26.0,2254.5,6.0,86.7,Sandy Loam,Low Country Wet Zone,Rainfed,Year-round,Luffa,Ratnapura
140.2,61.4,50.1,25.9,1384.9,5.3,70.1,Red-Yellow Podzolic,Intermediate Zone,Rainfed,Maha,Chilli,Matara
69.0,31.8,47.0,24.4,2263.2,6.9,87.8,Sandy Clay Loam,Low Country Wet Zone,Irrigated,Yala,Cowpea,Matara
99.0,66.0,83.0,28.9,1403.7,6.7,75.6,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Yala,Radish,Kalutara
101.0,69.0,58.0,21.2,866.8,6.7,72.7,Red Loam,Dry Zone,Rainfed,Maha,Kurakkan,Kilinochchi
45.0,27.0,62.0,25.9,531.7,6.5,65.4,Clay Loam,Intermediate Zone,Supplemental,Yala,Mung Bean,Badulla
46.0,99.0,40.0,30.2,994.0,6.5,55.0,Loam,Dry Zone,Supplemental,Yala,Winged Bean (Dambala),Anuradhapura
79.0,38.0,71.0,31.0,794.0,6.4,77.8,Sandy Loam,Dry Zone,Supplemental,Maha,Pumpkin,Puttalam
126.8,70.2,146.7,20.7,2200.9,6.26,87.1,Silt Loam,Mid Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Kegalle
100.0,40.0,72.0,25.4,878.1,7.0,79.0,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Batticaloa
112.0,85.0,98.0,27.0,861.3,6.7,71.7,Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Kilinochchi
58.0,47.0,85.0,30.8,542.9,7.8,66.1,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Ampara
65.0,44.0,31.0,27.0,425.4,6.3,65.5,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Sorghum,Ampara
120.2,61.6,91.7,33.0,829.3,6.1,56.5,Reddish-Brown Earth,Dry Zone,Supplemental,Maha,Okra,Kurunegala
110.7,80.1,115.9,28.0,1192.8,6.01,81.3,Sandy Loam,Mid Country Intermediate Zone,Supplemental,Year-round,Bitter Gourd,Kandy
156.0,70.0,35.0,29.0,785.4,7.0,59.0,Red-Brown Earth,Dry Zone,Rainfed,Maha,Maize,Puttalam
